Site,Latitude,Longitude,Time,Type,Protocol,Latency,Average Latency,Total Latency,Forecast max,Forecast min,Confidence Level,Volatility
Ontario,43.641128,-79.387787,2023-06-04 20:00:00,app,TCP,55.06,63.43,67.29,57.2,52.1,97.11,0.17
Ontario,43.641128,-79.387787,2023-06-04 20:00:00,app,ICMP,53.61,63.43,67.29,56.58,51.61,96.69,0.31
Ontario,43.641128,-79.387787,2023-06-04 20:00:00,app,TWAMP,47.93,63.43,67.29,49.67,44.79,96.05,0.48
Ontario,43.641128,-79.387787,2023-06-04 20:00:00,app,UDP,63.8,63.43,67.29,66.91,60.9,96.53,0.89
Manitoba,49.894225,-97.131744,2023-06-04 20:00:00,network,HTTP,67.76,60.38,62.6,70.71,64.79,95.02,0.96
Manitoba,49.894225,-97.131744,2023-06-04 20:00:00,network,HTTPS,94.29,60.38,62.6,98.34,90.13,96.19,0.46
Manitoba,49.894225,-97.131744,2023-06-04 20:00:00,network,TCP,81.25,60.38,62.6,85.31,77.6,96.47,0.03
Manitoba,49.894225,-97.131744,2023-06-04 20:00:00,network,ICMP,47.81,60.38,62.6,50.17,46.21,99.53,0.62
Manitoba,49.894225,-97.131744,2023-06-04 20:00:00,network,TWAMP,48.85,60.38,62.6,50.66,46.44,97.31,0.77
Manitoba,49.894225,-97.131744,2023-06-04 20:00:00,network,UDP,22.3,60.38,62.6,22.82,20.42,99.38,0.56
Manitoba,49.894225,-97.131744,2023-06-04 20:00:00,app,HTTP,74.93,64.83,62.6,79.39,71.22,98.52,0.11
Manitoba,49.894225,-97.131744,2023-06-04 20:00:00,app,HTTPS,80.36,64.83,62.6,84.38,75.94,96.7,0.95
Manitoba,49.894225,-97.131744,2023-06-04 20:00:00,app,TCP,73.03,64.83,62.6,76.1,69.99,95.89,0.17
Manitoba,49.894225,-97.131744,2023-06-04 20:00:00,app,ICMP,48.03,64.83,62.6,50.24,46.04,99.63,0.49
Manitoba,49.894225,-97.131744,2023-06-04 20:00:00,app,TWAMP,62.5,64.83,62.6,65.55,60.04,98.92,0.43
Manitoba,49.894225,-97.131744,2023-06-04 20:00:00,app,UDP,50.1,64.83,62.6,52.68,47.13,99.62,0.07
Quebec,45.505294,-73.613987,2023-06-04 22:00:00,network,HTTP,68.81,58.15,62.27,71.51,65.26,98.65,0.42
Quebec,45.505294,-73.613987,2023-06-04 22:00:00,network,HTTPS,96.54,58.15,62.27,100.62,92.05,97.46,0.59
Quebec,45.505294,-73.613987,2023-06-04 22:00:00,network,TCP,58.03,58.15,62.27,60.67,55.38,97.56,0.65
Quebec,45.505294,-73.613987,2023-06-04 22:00:00,network,ICMP,46.05,58.15,62.27,48.04,43.24,96.12,0.4
Quebec,45.505294,-73.613987,2023-06-04 22:00:00,network,TWAMP,53.73,58.15,62.27,55.79,51.01,99.04,0.41
Quebec,45.505294,-73.613987,2023-06-04 22:00:00,network,UDP,25.72,58.15,62.27,26.78,23.67,95.37,0.91
Quebec,45.505294,-73.613987,2023-06-04 22:00:00,app,HTTP,73.81,66.39,62.27,77.54,70.57,95.78,0.57
Quebec,45.505294,-73.613987,2023-06-04 22:00:00,app,HTTPS,84.21,66.39,62.27,88.28,79.62,98.55,0.51
Quebec,45.505294,-73.613987,2023-06-04 22:00:00,app,TCP,73.98,66.39,62.27,77.7,69.56,95.68,0.22
Quebec,45.505294,-73.613987,2023-06-04 22:00:00,app,ICMP,64.5,66.39,62.27,67.06,60.48,98.73,0.49
Quebec,45.505294,-73.613987,2023-06-04 22:00:00,app,TWAMP,49.11,66.39,62.27,52.13,46.45,99.86,0.83
Quebec,45.505294,-73.613987,2023-06-04 22:00:00,app,UDP,52.74,66.39,62.27,55.68,50.77,96.41,0.54
Ontario,43.641128,-79.387787,2023-06-04 22:00:00,network,HTTP,75.73,61.51,63.65,78.9,72.3,97.99,0.03
Ontario,43.641128,-79.387787,2023-06-04 22:00:00,network,HTTPS,88.77,61.51,63.65,92.55,84.03,97.04,0.77
Ontario,43.641128,-79.387787,2023-06-04 22:00:00,network,TCP,62.94,61.51,63.65,65.61,60.51,97.12,0.56
Ontario,43.641128,-79.387787,2023-06-04 22:00:00,network,ICMP,49.39,61.51,63.65,51.53,47.07,99.22,0.14
Ontario,43.641128,-79.387787,2023-06-04 22:00:00,network,TWAMP,47.42,61.51,63.65,49.74,44.28,98.42,0.89
Ontario,43.641128,-79.387787,2023-06-04 22:00:00,network,UDP,44.8,61.51,63.65,46.61,43.04,97.52,0.58
Ontario,43.641128,-79.387787,2023-06-04 22:00:00,app,HTTP,66.8,65.79,63.65,69.83,63.23,99.97,0.01
Ontario,43.641128,-79.387787,2023-06-04 22:00:00,app,HTTPS,85.8,65.79,63.65,89.34,82.26,96.47,0.45
Ontario,43.641128,-79.387787,2023-06-04 22:00:00,app,TCP,85.26,65.79,63.65,89.26,80.37,98.64,0.64
Ontario,43.641128,-79.387787,2023-06-04 22:00:00,app,ICMP,59.69,65.79,63.65,63.01,56.24,98.9,0.83
Ontario,43.641128,-79.387787,2023-06-04 22:00:00,app,TWAMP,50.75,65.79,63.65,53.77,48.08,99.22,0.97
Ontario,43.641128,-79.387787,2023-06-04 22:00:00,app,UDP,46.46,65.79,63.65,48.4,43.94,96.95,0.53
Manitoba,49.894225,-97.131744,2023-06-04 22:00:00,network,HTTP,68.75,62.14,63.23,72.84,65.32,98.06,0.26
Manitoba,49.894225,-97.131744,2023-06-04 22:00:00,network,HTTPS,87.3,62.14,63.23,91,82.85,95.54,0.05
Manitoba,49.894225,-97.131744,2023-06-04 22:00:00,network,TCP,56.36,62.14,63.23,58.59,53.89,95.36,0.14
Manitoba,49.894225,-97.131744,2023-06-04 22:00:00,network,ICMP,51.86,62.14,63.23,54.19,49.21,99.94,0.65
Manitoba,49.894225,-97.131744,2023-06-04 22:00:00,network,TWAMP,48.26,62.14,63.23,50.16,46.63,95.13,0.74
Manitoba,49.894225,-97.131744,2023-06-04 22:00:00,network,UDP,60.31,62.14,63.23,63.61,57.12,95.58,0.83
Manitoba,49.894225,-97.131744,2023-06-04 22:00:00,app,HTTP,67.99,64.32,63.23,71.12,64.55,95.97,0.57
Manitoba,49.894225,-97.131744,2023-06-04 22:00:00,app,HTTPS,89.38,64.32,63.23,93.67,84.35,97.22,0.39
Manitoba,49.894225,-97.131744,2023-06-04 22:00:00,app,TCP,71.08,64.32,63.23,74.48,66.9,97.1,0.36
Manitoba,49.894225,-97.131744,2023-06-04 22:00:00,app,ICMP,40.03,64.32,63.23,42.8,38.61,98.06,0.6
Manitoba,49.894225,-97.131744,2023-06-04 22:00:00,app,TWAMP,59.85,64.32,63.23,63.49,57.57,97.13,0.34
Manitoba,49.894225,-97.131744,2023-06-04 22:00:00,app,UDP,57.58,64.32,63.23,61.14,54.85,97.21,0.87
Quebec,45.505294,-73.613987,2023-06-05 00:00:00,network,HTTP,68.88,61.3,61.38,72.5,65.36,96.49,0.31
Quebec,45.505294,-73.613987,2023-06-05 00:00:00,network,HTTPS,77.39,61.3,61.38,81.9,73.1,97.12,0.7
Quebec,45.505294,-73.613987,2023-06-05 00:00:00,network,TCP,60.18,61.3,61.38,63.07,57.5,98.34,0.78
Quebec,45.505294,-73.613987,2023-06-05 00:00:00,network,ICMP,46.03,61.3,61.38,49,44.23,97.46,0.76
Quebec,45.505294,-73.613987,2023-06-05 00:00:00,network,TWAMP,73.97,61.3,61.38,78.09,69.98,96.99,0.97
Quebec,45.505294,-73.613987,2023-06-05 00:00:00,network,UDP,41.35,61.3,61.38,42.67,39.68,96.48,0.79
Quebec,45.505294,-73.613987,2023-06-05 00:00:00,app,HTTP,76.37,61.46,61.38,80.62,72.53,95.68,0.51
Quebec,45.505294,-73.613987,2023-06-05 00:00:00,app,HTTPS,76.97,61.46,61.38,81.51,72.39,95.64,0.42
Quebec,45.505294,-73.613987,2023-06-05 00:00:00,app,TCP,62.82,61.46,61.38,65.31,58.9,95.1,0.13
Quebec,45.505294,-73.613987,2023-06-05 00:00:00,app,ICMP,63.56,61.46,61.38,66.09,60.35,96.5,0.99
Quebec,45.505294,-73.613987,2023-06-05 00:00:00,app,TWAMP,45.88,61.46,61.38,47.46,43.12,99.85,0.82
Quebec,45.505294,-73.613987,2023-06-05 00:00:00,app,UDP,43.15,61.46,61.38,45.61,41.73,98.29,0.45
Ontario,43.641128,-79.387787,2023-06-05 00:00:00,network,HTTP,76.91,64.55,65.75,81.55,73.14,96.37,0.71
Ontario,43.641128,-79.387787,2023-06-05 00:00:00,network,HTTPS,97.94,64.55,65.75,102.87,92.91,99.6,0.53
Ontario,43.641128,-79.387787,2023-06-05 00:00:00,network,TCP,64.03,64.55,65.75,67.78,61.01,96,0.41
Ontario,43.641128,-79.387787,2023-06-05 00:00:00,network,ICMP,64.72,64.55,65.75,68.2,61.45,99.89,0.51
Ontario,43.641128,-79.387787,2023-06-05 00:00:00,network,TWAMP,54.28,64.55,65.75,57.53,51.94,99.98,0.64
Ontario,43.641128,-79.387787,2023-06-05 00:00:00,network,UDP,29.45,64.55,65.75,30.38,28.12,98.57,0.78
Ontario,43.641128,-79.387787,2023-06-05 00:00:00,app,HTTP,75.53,66.94,65.75,78.59,72.26,96.01,0.33
Ontario,43.641128,-79.387787,2023-06-05 00:00:00,app,HTTPS,85.51,66.94,65.75,89.11,81.37,97.17,0.57
Ontario,43.641128,-79.387787,2023-06-05 00:00:00,app,TCP,81.19,66.94,65.75,85.97,77.16,97.4,0.25
Ontario,43.641128,-79.387787,2023-06-05 00:00:00,app,ICMP,56.38,66.94,65.75,59.95,53.07,99.58,0.58
Ontario,43.641128,-79.387787,2023-06-05 00:00:00,app,TWAMP,56.42,66.94,65.75,58.75,53.42,95.71,0.29
Ontario,43.641128,-79.387787,2023-06-05 00:00:00,app,UDP,46.62,66.94,65.75,48.76,45.04,99.68,0.04
Manitoba,49.894225,-97.131744,2023-06-05 00:00:00,network,HTTP,78.36,60.55,63.52,82.84,75.23,99.83,0.1
Manitoba,49.894225,-97.131744,2023-06-05 00:00:00,network,HTTPS,76.4,60.55,63.52,80.63,72.07,99.48,0.84
Manitoba,49.894225,-97.131744,2023-06-05 00:00:00,network,TCP,60.98,60.55,63.52,64.4,58.54,95.91,0.14
Manitoba,49.894225,-97.131744,2023-06-05 00:00:00,network,ICMP,51.66,60.55,63.52,53.79,49.62,95.33,0.36
Manitoba,49.894225,-97.131744,2023-06-05 00:00:00,network,TWAMP,51.24,60.55,63.52,53.58,48.46,99.71,0.39
Manitoba,49.894225,-97.131744,2023-06-05 00:00:00,network,UDP,44.68,60.55,63.52,47.52,42.22,96.85,0.72
Manitoba,49.894225,-97.131744,2023-06-05 00:00:00,app,HTTP,70.13,66.49,63.52,73.62,67.01,95.38,0.45
Manitoba,49.894225,-97.131744,2023-06-05 00:00:00,app,HTTPS,77.41,66.49,63.52,81.62,74.02,98.76,0.77
Manitoba,49.894225,-97.131744,2023-06-05 00:00:00,app,TCP,86.67,66.49,63.52,91.25,82.48,96.29,0.27
Manitoba,49.894225,-97.131744,2023-06-05 00:00:00,app,ICMP,40.94,66.49,63.52,42.55,38.4,96.03,0.29
Manitoba,49.894225,-97.131744,2023-06-05 00:00:00,app,TWAMP,66.16,66.49,63.52,69.74,62.12,95.41,0.53
Manitoba,49.894225,-97.131744,2023-06-05 00:00:00,app,UDP,57.61,66.49,63.52,60.04,54.07,97.64,0.13
Quebec,45.505294,-73.613987,2023-06-05 02:00:00,network,HTTP,75.91,64.42,65.37,79.29,72.49,98.74,0.64
Quebec,45.505294,-73.613987,2023-06-05 02:00:00,network,HTTPS,92.08,64.42,65.37,97.1,87.82,98.35,0.14
Quebec,45.505294,-73.613987,2023-06-05 02:00:00,network,TCP,74.47,64.42,65.37,78.97,70.65,95.65,0.77
Quebec,45.505294,-73.613987,2023-06-05 02:00:00,network,ICMP,49.87,64.42,65.37,51.65,47.5,98.52,0.87
Quebec,45.505294,-73.613987,2023-06-05 02:00:00,network,TWAMP,45.45,64.42,65.37,48.31,42.49,96.14,0.63
Quebec,45.505294,-73.613987,2023-06-05 02:00:00,network,UDP,48.74,64.42,65.37,51.89,46.66,98.99,0.46
Quebec,45.505294,-73.613987,2023-06-05 02:00:00,app,HTTP,79.22,66.31,65.37,82.86,76,99.82,0.05
Quebec,45.505294,-73.613987,2023-06-05 02:00:00,app,HTTPS,83.89,66.31,65.37,88.58,80.01,96.89,0.51
Quebec,45.505294,-73.613987,2023-06-05 02:00:00,app,TCP,81.08,66.31,65.37,84.38,77.46,97.65,0.88
Quebec,45.505294,-73.613987,2023-06-05 02:00:00,app,ICMP,39.94,66.31,65.37,42.15,38.46,99.09,0.59
Quebec,45.505294,-73.613987,2023-06-05 02:00:00,app,TWAMP,50.1,66.31,65.37,52.04,48.36,99.86,0.85
Quebec,45.505294,-73.613987,2023-06-05 02:00:00,app,UDP,63.63,66.31,65.37,67.31,59.8,97.25,0.58
Ontario,43.641128,-79.387787,2023-06-05 02:00:00,network,HTTP,70.36,64.41,61.52,74.58,67.44,97.01,0.13
Ontario,43.641128,-79.387787,2023-06-05 02:00:00,network,HTTPS,95.23,64.41,61.52,100.02,91.06,99.82,0.93
Ontario,43.641128,-79.387787,2023-06-05 02:00:00,network,TCP,80.51,64.41,61.52,84.99,76.74,98.44,0.03
Ontario,43.641128,-79.387787,2023-06-05 02:00:00,network,ICMP,49.36,64.41,61.52,52.1,47.22,97.51,0.79
Ontario,43.641128,-79.387787,2023-06-05 02:00:00,network,TWAMP,59.76,64.41,61.52,62.66,56.51,98.46,0.09
Ontario,43.641128,-79.387787,2023-06-05 02:00:00,network,UDP,31.26,64.41,61.52,33.32,29.19,98.62,0.64
Ontario,43.641128,-79.387787,2023-06-05 02:00:00,app,HTTP,81.15,58.62,61.52,85.47,76.45,98.65,0.55
Ontario,43.641128,-79.387787,2023-06-05 02:00:00,app,HTTPS,82.75,58.62,61.52,87.51,78.13,98.93,0.82
Ontario,43.641128,-79.387787,2023-06-05 02:00:00,app,TCP,55.97,58.62,61.52,58.75,53.09,99.31,0.67
Ontario,43.641128,-79.387787,2023-06-05 02:00:00,app,ICMP,44.61,58.62,61.52,46.72,43.1,98.46,0.15
Ontario,43.641128,-79.387787,2023-06-05 02:00:00,app,TWAMP,55.07,58.62,61.52,57.5,51.78,98.74,0.94
Ontario,43.641128,-79.387787,2023-06-05 02:00:00,app,UDP,32.2,58.62,61.52,33.9,30.64,97.98,0.66
Manitoba,49.894225,-97.131744,2023-06-05 02:00:00,network,HTTP,67.57,69.29,69.75,71.4,64.42,96.24,0.04
Manitoba,49.894225,-97.131744,2023-06-05 02:00:00,network,HTTPS,90.4,69.29,69.75,94.12,86.66,95.52,0.14
Manitoba,49.894225,-97.131744,2023-06-05 02:00:00,network,TCP,70.96,69.29,69.75,75.3,67.75,97.73,0.01
Manitoba,49.894225,-97.131744,2023-06-05 02:00:00,network,ICMP,64.25,69.29,69.75,68.01,60.83,97.27,0.07
Manitoba,49.894225,-97.131744,2023-06-05 02:00:00,network,TWAMP,64.96,69.29,69.75,67.82,61.91,97.22,0.57
Manitoba,49.894225,-97.131744,2023-06-05 02:00:00,network,UDP,57.59,69.29,69.75,60.84,55.01,95.52,0.3
Manitoba,49.894225,-97.131744,2023-06-05 02:00:00,app,HTTP,77.04,70.21,69.75,80.95,73.73,96.89,0.56
Manitoba,49.894225,-97.131744,2023-06-05 02:00:00,app,HTTPS,92.51,70.21,69.75,97.87,88.21,99.31,0.39
Manitoba,49.894225,-97.131744,2023-06-05 02:00:00,app,TCP,76.88,70.21,69.75,81.17,72.81,97.55,0.85
Manitoba,49.894225,-97.131744,2023-06-05 02:00:00,app,ICMP,49.51,70.21,69.75,51.38,47.28,98.32,0.48
Manitoba,49.894225,-97.131744,2023-06-05 02:00:00,app,TWAMP,71.96,70.21,69.75,76.06,67.57,97.99,0.27
Manitoba,49.894225,-97.131744,2023-06-05 02:00:00,app,UDP,53.39,70.21,69.75,56.65,50.48,95.19,0.93
Quebec,45.505294,-73.613987,2023-06-05 04:00:00,network,HTTP,68.83,61.07,61.51,71.96,65.36,95.07,0.95
Quebec,45.505294,-73.613987,2023-06-05 04:00:00,network,HTTPS,96.26,61.07,61.51,101.25,92.18,95.36,0.06
Quebec,45.505294,-73.613987,2023-06-05 04:00:00,network,TCP,62.7,61.07,61.51,65.12,59.66,97.56,0.63
Quebec,45.505294,-73.613987,2023-06-05 04:00:00,network,ICMP,51.52,61.07,61.51,53.77,49.48,96.15,0.39
Quebec,45.505294,-73.613987,2023-06-05 04:00:00,network,TWAMP,63.11,61.07,61.51,66.29,59.24,98.42,0.1
Quebec,45.505294,-73.613987,2023-06-05 04:00:00,network,UDP,24,61.07,61.51,25.43,23.56,96.48,0.67
Quebec,45.505294,-73.613987,2023-06-05 04:00:00,app,HTTP,77.3,61.95,61.51,80.42,72.66,95.31,0.06
Quebec,45.505294,-73.613987,2023-06-05 04:00:00,app,HTTPS,81.84,61.95,61.51,85.43,77.55,99.64,0.54
Quebec,45.505294,-73.613987,2023-06-05 04:00:00,app,TCP,81.62,61.95,61.51,86.08,77.49,97.68,0.91
Quebec,45.505294,-73.613987,2023-06-05 04:00:00,app,ICMP,43.76,61.95,61.51,46.43,41.38,96.51,0.6
Quebec,45.505294,-73.613987,2023-06-05 04:00:00,app,TWAMP,51.87,61.95,61.51,54.9,49.5,95.11,0.51
Quebec,45.505294,-73.613987,2023-06-05 04:00:00,app,UDP,35.32,61.95,61.51,37.69,33.39,98.1,0.22
Ontario,43.641128,-79.387787,2023-06-05 04:00:00,network,HTTP,66.07,64.78,66.56,69.26,63.11,96.78,0.01
Ontario,43.641128,-79.387787,2023-06-05 04:00:00,network,HTTPS,85.54,64.78,66.56,89.19,81.88,98.47,0.47
Ontario,43.641128,-79.387787,2023-06-05 04:00:00,network,TCP,73.02,64.78,66.56,76.81,69.2,98.36,0.58
Ontario,43.641128,-79.387787,2023-06-05 04:00:00,network,ICMP,45.42,64.78,66.56,47.44,43.16,99.04,0.75
Ontario,43.641128,-79.387787,2023-06-05 04:00:00,network,TWAMP,62.87,64.78,66.56,65.26,59.75,98.24,0.3
Ontario,43.641128,-79.387787,2023-06-05 04:00:00,network,UDP,55.75,64.78,66.56,59.17,53.29,96.92,0.32
Ontario,43.641128,-79.387787,2023-06-05 04:00:00,app,HTTP,76.35,68.33,66.56,79.94,72.3,96.15,0.81
Ontario,43.641128,-79.387787,2023-06-05 04:00:00,app,HTTPS,97.42,68.33,66.56,101.98,91.83,99.47,0.13
Ontario,43.641128,-79.387787,2023-06-05 04:00:00,app,TCP,79.4,68.33,66.56,83.39,75.08,97.71,0.38
Ontario,43.641128,-79.387787,2023-06-05 04:00:00,app,ICMP,64.64,68.33,66.56,67.5,60.73,96.47,0.58
Ontario,43.641128,-79.387787,2023-06-05 04:00:00,app,TWAMP,48.74,68.33,66.56,51.41,47.08,96.11,0.93
Ontario,43.641128,-79.387787,2023-06-05 04:00:00,app,UDP,43.45,68.33,66.56,45.24,41.75,95.45,0.2
Manitoba,49.894225,-97.131744,2023-06-05 04:00:00,network,HTTP,73.95,62.62,64.62,76.93,69.51,97.76,0.94
Manitoba,49.894225,-97.131744,2023-06-05 04:00:00,network,HTTPS,88.31,62.62,64.62,92.31,83.28,98.22,0.17
Manitoba,49.894225,-97.131744,2023-06-05 04:00:00,network,TCP,70.35,62.62,64.62,74.6,66.87,95.67,0.04
Manitoba,49.894225,-97.131744,2023-06-05 04:00:00,network,ICMP,47.21,62.62,64.62,49.66,44.71,95.07,0.32
Manitoba,49.894225,-97.131744,2023-06-05 04:00:00,network,TWAMP,69.81,62.62,64.62,74.08,65.87,95.76,0.88
Manitoba,49.894225,-97.131744,2023-06-05 04:00:00,network,UDP,26.07,62.62,64.62,27.43,24.11,95.65,0.06
Manitoba,49.894225,-97.131744,2023-06-05 04:00:00,app,HTTP,81.22,66.62,64.62,84.6,76.68,99.44,0.85
Manitoba,49.894225,-97.131744,2023-06-05 04:00:00,app,HTTPS,93.45,66.62,64.62,97.38,88.15,95.57,0.61
Manitoba,49.894225,-97.131744,2023-06-05 04:00:00,app,TCP,65.08,66.62,64.62,68.01,62.34,97.1,0.3
Manitoba,49.894225,-97.131744,2023-06-05 04:00:00,app,ICMP,43.1,66.62,64.62,44.7,41.47,97.01,0.51
Manitoba,49.894225,-97.131744,2023-06-05 04:00:00,app,TWAMP,61.97,66.62,64.62,64.91,59.04,99.95,0.43
Manitoba,49.894225,-97.131744,2023-06-05 04:00:00,app,UDP,54.91,66.62,64.62,57.18,52.05,95.29,0.96
Quebec,45.505294,-73.613987,2023-06-05 06:00:00,network,HTTP,76.77,61.92,62.6,80.47,73.66,96.31,0.31
Quebec,45.505294,-73.613987,2023-06-05 06:00:00,network,HTTPS,90.4,61.92,62.6,94.83,85.8,97.92,0.36
Quebec,45.505294,-73.613987,2023-06-05 06:00:00,network,TCP,53.99,61.92,62.6,56.54,50.89,99.26,0.42
Quebec,45.505294,-73.613987,2023-06-05 06:00:00,network,ICMP,46.63,61.92,62.6,48.4,44.21,96.69,0.59
Quebec,45.505294,-73.613987,2023-06-05 06:00:00,network,TWAMP,61.79,61.92,62.6,64.2,59.37,96.71,0.63
Quebec,45.505294,-73.613987,2023-06-05 06:00:00,network,UDP,41.96,61.92,62.6,43.43,39.38,95.32,0.53
Quebec,45.505294,-73.613987,2023-06-05 06:00:00,app,HTTP,77.06,63.28,62.6,80.6,73.14,99.51,0.6
Quebec,45.505294,-73.613987,2023-06-05 06:00:00,app,HTTPS,80.31,63.28,62.6,84.94,75.51,96.81,0.27
Quebec,45.505294,-73.613987,2023-06-05 06:00:00,app,TCP,75.63,63.28,62.6,78.67,71.29,98.94,0.26
Quebec,45.505294,-73.613987,2023-06-05 06:00:00,app,ICMP,39.23,63.28,62.6,41.38,36.5,97.87,0.1
Quebec,45.505294,-73.613987,2023-06-05 06:00:00,app,TWAMP,75.9,63.28,62.6,79.2,71.7,98.17,0.46
Quebec,45.505294,-73.613987,2023-06-05 06:00:00,app,UDP,31.54,63.28,62.6,32.46,29.61,95.81,0.02
Ontario,43.641128,-79.387787,2023-06-05 06:00:00,network,HTTP,74.18,70.23,68.2,78.47,69.92,98.54,0.94
Ontario,43.641128,-79.387787,2023-06-05 06:00:00,network,HTTPS,92.65,70.23,68.2,97.15,88.78,95.08,0.44
Ontario,43.641128,-79.387787,2023-06-05 06:00:00,network,TCP,70.51,70.23,68.2,74.16,67.17,96.53,0.48
Ontario,43.641128,-79.387787,2023-06-05 06:00:00,network,ICMP,61.48,70.23,68.2,64.99,58.25,96.11,0.66
Ontario,43.641128,-79.387787,2023-06-05 06:00:00,network,TWAMP,65.9,70.23,68.2,68.59,62.69,99.23,0.65
Ontario,43.641128,-79.387787,2023-06-05 06:00:00,network,UDP,56.69,70.23,68.2,58.99,54.2,95.03,0.14
Ontario,43.641128,-79.387787,2023-06-05 06:00:00,app,HTTP,69.79,66.17,68.2,73.5,66.6,97.15,0.08
Ontario,43.641128,-79.387787,2023-06-05 06:00:00,app,HTTPS,89.99,66.17,68.2,94.54,85.64,97.29,0.73
Ontario,43.641128,-79.387787,2023-06-05 06:00:00,app,TCP,84.4,66.17,68.2,88.87,80.27,95.27,0.42
Ontario,43.641128,-79.387787,2023-06-05 06:00:00,app,ICMP,58.64,66.17,68.2,62.02,55.4,96.45,0.58
Ontario,43.641128,-79.387787,2023-06-05 06:00:00,app,TWAMP,56.07,66.17,68.2,58.87,53.28,95.3,0.69
Ontario,43.641128,-79.387787,2023-06-05 06:00:00,app,UDP,38.11,66.17,68.2,40.32,36.16,99.69,0.27
Manitoba,49.894225,-97.131744,2023-06-05 06:00:00,network,HTTP,81.24,59.43,59.01,85.88,76.93,95.23,0.7
Manitoba,49.894225,-97.131744,2023-06-05 06:00:00,network,HTTPS,79.02,59.43,59.01,82.52,74.45,97.2,0.83
Manitoba,49.894225,-97.131744,2023-06-05 06:00:00,network,TCP,74.11,59.43,59.01,77.52,70.2,96.19,0.63
Manitoba,49.894225,-97.131744,2023-06-05 06:00:00,network,ICMP,38.74,59.43,59.01,41.14,36.27,98.23,0.88
Manitoba,49.894225,-97.131744,2023-06-05 06:00:00,network,TWAMP,51.09,59.43,59.01,53.75,47.85,95.13,0.17
Manitoba,49.894225,-97.131744,2023-06-05 06:00:00,network,UDP,32.4,59.43,59.01,34.2,30.14,98.41,0.32
Manitoba,49.894225,-97.131744,2023-06-05 06:00:00,app,HTTP,68.36,58.58,59.01,71.22,65.5,99.52,0.89
Manitoba,49.894225,-97.131744,2023-06-05 06:00:00,app,HTTPS,82.05,58.58,59.01,85.45,77.85,96.59,0.72
Manitoba,49.894225,-97.131744,2023-06-05 06:00:00,app,TCP,55.97,58.58,59.01,58.47,53.79,98.42,0.61
Manitoba,49.894225,-97.131744,2023-06-05 06:00:00,app,ICMP,52.69,58.58,59.01,55.25,49.86,99.53,0.45
Manitoba,49.894225,-97.131744,2023-06-05 06:00:00,app,TWAMP,65.61,58.58,59.01,69.66,61.77,96.72,0.54
Manitoba,49.894225,-97.131744,2023-06-05 06:00:00,app,UDP,26.78,58.58,59.01,28.7,25.83,99.74,0.41
Quebec,45.505294,-73.613987,2023-06-05 08:00:00,network,HTTP,81.47,69.68,66.99,86.07,78.17,99.47,0.14
Quebec,45.505294,-73.613987,2023-06-05 08:00:00,network,HTTPS,93.17,69.68,66.99,98.12,88.79,98.99,0.03
Quebec,45.505294,-73.613987,2023-06-05 08:00:00,network,TCP,86.02,69.68,66.99,89.57,81.94,98.38,0.66
Quebec,45.505294,-73.613987,2023-06-05 08:00:00,network,ICMP,48.31,69.68,66.99,50.71,45.81,99.59,0.25
Quebec,45.505294,-73.613987,2023-06-05 08:00:00,network,TWAMP,53.59,69.68,66.99,56.58,50.94,97.51,0.04
Quebec,45.505294,-73.613987,2023-06-05 08:00:00,network,UDP,55.54,69.68,66.99,58.04,52.04,99.88,0.46
Quebec,45.505294,-73.613987,2023-06-05 08:00:00,app,HTTP,70.2,64.3,66.99,73.6,66.28,100,0.19
Quebec,45.505294,-73.613987,2023-06-05 08:00:00,app,HTTPS,78.38,64.3,66.99,83.01,73.87,95.6,0.45
Quebec,45.505294,-73.613987,2023-06-05 08:00:00,app,TCP,81.54,64.3,66.99,85.3,76.74,97.66,0.29
Quebec,45.505294,-73.613987,2023-06-05 08:00:00,app,ICMP,48.08,64.3,66.99,51.01,44.96,99.65,0.23
Quebec,45.505294,-73.613987,2023-06-05 08:00:00,app,TWAMP,61.83,64.3,66.99,64.87,58.87,98.24,0.64
Quebec,45.505294,-73.613987,2023-06-05 08:00:00,app,UDP,45.78,64.3,66.99,48.82,44.01,98.65,0.41
Ontario,43.641128,-79.387787,2023-06-05 08:00:00,network,HTTP,70.11,66.39,68.02,73.51,66.83,97.9,0.79
Ontario,43.641128,-79.387787,2023-06-05 08:00:00,network,HTTPS,96.28,66.39,68.02,100.34,91.19,99.8,0.99
Ontario,43.641128,-79.387787,2023-06-05 08:00:00,network,TCP,86.42,66.39,68.02,91.23,81.47,99.05,0.42
Ontario,43.641128,-79.387787,2023-06-05 08:00:00,network,ICMP,57.01,66.39,68.02,60.15,54.3,98.46,0.58
Ontario,43.641128,-79.387787,2023-06-05 08:00:00,network,TWAMP,47.52,66.39,68.02,49.12,44.89,99.01,0.38
Ontario,43.641128,-79.387787,2023-06-05 08:00:00,network,UDP,40.98,66.39,68.02,42.5,38.91,98.54,0.91
Ontario,43.641128,-79.387787,2023-06-05 08:00:00,app,HTTP,81.25,69.65,68.02,84.88,77.69,99.76,0.04
Ontario,43.641128,-79.387787,2023-06-05 08:00:00,app,HTTPS,76.65,69.65,68.02,81.02,72.93,98.16,0.8
